34,55,32,0,31,65,35,58,18,83,61,33,25,8,12,9,24,39,79,26,50,56,53,77,62,17,59,70,82,74,66,76,7,60,48,3,64,69,57,81,71,47,67,52,63,68,51,73,49,54,80,13,6,5,16,19,10,29,42,27,30,4,21,78,28,11,14,2,15,75,45,72,20,22,23,1,41,40,43,44,46,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,9,12,8,24,46,79,56,50,26,77,62,59,53,17,70,7,49,71,69,57,51,63,48,66,60,67,54,81,73,3,74,76,47,64,52,82,68,80,13,6,5,16,19,10,29,41,27,30,11,78,4,28,15,14,2,21,75,40,72,20,22,23,1,44,45,39,42,43,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,6,10,9,24,26,78,45,56,50,70,59,77,53,17,62,54,4,67,66,82,73,60,81,49,69,48,47,51,71,76,57,74,63,64,7,68,52,80,13,8,5,16,12,19,29,44,27,3,30,11,79,20,28,15,14,2,21,75,39,72,22,23,1,41,40,43,46,42,36,37,38,
34,55,32,0,31,65,35,58,18,51,33,83,25,10,8,9,24,40,56,79,50,26,70,77,59,17,62,53,81,71,61,4,64,49,67,7,47,74,76,57,73,63,68,66,52,54,60,82,48,69,80,13,6,5,16,12,19,28,45,27,3,30,78,11,20,29,15,14,1,21,75,39,72,22,23,2,46,43,42,44,41,36,37,38,
34,55,32,0,31,65,35,58,18,83,51,33,25,12,8,9,24,80,26,45,50,56,53,59,62,70,17,77,82,71,4,48,60,74,54,69,61,67,47,7,49,57,81,66,64,73,68,63,52,76,16,13,79,6,5,28,19,10,42,27,3,72,11,30,29,78,15,14,2,21,41,20,22,23,1,75,39,40,44,43,46,36,37,38,
34,55,32,0,31,65,35,58,18,51,83,33,25,8,12,9,24,39,26,80,50,56,62,53,70,59,77,17,66,57,4,63,49,81,60,68,7,69,61,76,64,67,73,47,54,82,74,52,71,48,16,13,79,6,5,28,19,10,45,27,72,3,11,30,29,78,21,14,2,15,46,20,22,23,1,75,41,44,40,42,43,36,37,38,
34,55,32,0,31,65,35,58,18,33,51,83,25,6,10,9,24,78,50,44,56,26,59,62,70,53,77,17,49,7,47,82,71,81,73,69,4,76,52,67,61,57,68,74,60,54,48,64,66,63,80,13,8,5,16,12,19,29,43,27,3,30,11,79,20,28,15,14,1,21,75,46,72,22,23,2,45,39,40,41,42,36,37,38,
34,55,32,0,31,65,35,58,18,61,33,83,25,12,9,8,24,40,79,56,26,50,17,62,77,70,53,59,64,71,4,63,48,76,51,73,68,57,7,49,69,82,74,47,67,54,66,81,52,60,80,13,6,5,16,19,10,28,42,27,3,21,78,30,29,11,14,2,15,75,41,72,20,22,23,1,43,39,44,45,46,36,37,38,
34,55,32,0,31,65,35,58,18,33,83,61,25,6,10,9,24,80,40,50,56,26,53,59,62,17,77,70,47,74,64,3,7,52,71,49,54,67,60,48,63,51,82,69,66,73,68,81,76,57,16,13,8,79,5,28,12,19,41,27,72,21,30,20,4,29,11,78,14,1,15,39,22,23,2,75,44,46,45,42,43,36,37,38,
34,55,32,0,31,65,35,58,18,33,61,83,25,12,8,9,24,50,46,78,56,26,59,17,53,77,70,62,47,4,74,54,52,76,71,67,57,51,60,64,69,81,49,73,66,63,82,48,7,68,80,13,6,5,16,19,10,28,40,27,3,21,30,79,29,11,14,2,15,75,45,20,72,22,23,1,44,43,39,41,42,36,37,38,
