1,58,37,43,83,74,0,81,7,70,14,6,82,22,78,80,27,3,13,41,25,32,77,26,4,40,36,39,54,76,42,44,46,38,45,19,2,23,71,9,55,31,24,29,51,75,17,12,56,48,35,18,16,67,20,60,21,68,11,65,15,10,52,59,47,5,34,79,49,73,72,64,8,69,53,62,33,57,30,63,61,50,66,28,
83,41,24,36,81,77,0,3,70,65,6,82,80,26,13,76,33,78,2,12,27,75,51,7,4,43,39,15,40,55,44,46,45,38,37,42,1,54,18,25,48,74,28,59,71,17,31,22,32,21,16,9,11,19,63,20,23,67,14,10,68,58,60,56,47,5,79,49,73,72,34,64,8,53,62,69,35,52,30,57,61,50,66,29,
2,44,79,83,37,18,74,32,8,82,81,0,5,70,64,27,80,3,62,13,63,25,58,77,39,40,4,76,45,36,41,43,26,46,38,1,55,42,19,75,23,9,12,68,31,24,21,54,28,71,17,22,48,35,16,20,14,11,15,67,10,34,59,60,47,7,56,78,49,52,73,72,65,6,53,51,69,33,30,57,61,50,66,29,
45,15,83,37,81,77,2,0,9,6,72,25,82,78,12,80,75,65,39,76,3,7,51,42,4,46,40,41,26,38,43,30,36,44,27,55,32,31,1,16,54,13,74,63,20,71,17,14,48,35,21,24,19,18,67,59,11,23,22,10,68,58,60,56,47,5,34,79,49,73,70,64,8,53,62,69,33,52,28,57,61,50,66,29,
64,46,36,83,3,74,0,81,8,70,10,7,82,79,27,21,25,32,80,2,77,4,76,43,45,61,39,55,40,41,26,30,44,42,37,38,31,1,9,24,13,71,60,56,18,54,67,17,75,22,35,15,47,19,16,58,20,68,11,23,52,14,12,59,48,5,34,78,49,73,72,65,53,6,69,33,57,51,50,29,63,62,66,28,
14,75,42,83,37,2,56,55,0,81,6,26,73,82,78,13,80,3,25,27,77,32,41,4,40,7,39,46,5,51,45,38,43,17,44,36,21,76,1,9,74,31,24,29,54,12,60,71,59,20,35,15,47,16,19,18,52,67,69,11,23,22,10,65,48,34,58,79,49,66,72,70,64,8,53,62,33,57,30,63,61,50,68,28,
10,40,81,38,83,77,64,4,0,6,70,82,78,26,71,32,25,13,80,5,55,27,76,3,45,2,51,39,41,42,30,43,19,46,44,54,36,37,1,9,16,31,74,75,17,60,35,23,20,59,14,22,47,24,18,21,52,67,68,11,15,12,58,48,7,34,56,79,49,73,72,65,8,69,53,62,33,57,29,63,61,50,66,28,
75,38,41,83,81,2,12,0,64,6,10,70,78,82,27,7,32,25,80,55,3,76,42,13,26,77,4,39,51,30,1,43,36,31,40,46,60,45,37,44,21,16,9,74,54,71,17,63,20,35,14,19,47,24,15,18,11,59,23,67,22,68,58,48,34,5,56,79,49,72,73,65,8,53,62,69,33,52,28,57,61,50,66,29,
5,39,37,83,71,0,81,4,35,82,78,72,10,25,6,27,80,64,51,76,46,19,77,1,3,40,41,55,38,16,2,42,26,43,36,30,11,44,45,74,60,54,17,59,75,20,31,9,14,32,47,15,21,24,52,18,67,13,23,68,22,12,58,48,7,34,56,79,49,73,70,65,8,69,53,62,33,57,29,63,61,50,66,28,
56,46,36,83,3,75,81,79,0,6,11,82,73,25,32,76,7,80,77,2,10,24,55,4,26,51,38,41,43,39,27,40,45,44,37,17,9,42,1,74,29,60,31,18,54,71,19,59,35,20,16,47,21,69,15,14,13,23,22,12,65,48,5,67,34,58,78,49,66,52,72,70,64,53,33,8,62,57,30,63,61,50,68,28,
32,45,36,83,3,71,16,0,81,70,79,82,27,6,5,56,80,13,2,4,76,55,77,39,41,26,61,40,12,46,38,37,28,7,44,42,19,43,31,1,75,25,9,74,54,52,48,66,23,20,17,14,35,24,11,18,67,21,60,15,58,22,10,59,65,47,34,78,49,69,72,73,64,8,53,33,57,51,50,30,63,62,68,29,
10,40,36,81,2,83,77,64,70,0,8,82,78,7,27,25,32,80,3,76,13,41,74,55,43,26,4,39,51,30,46,45,37,38,42,44,22,19,1,9,31,24,71,54,60,17,75,23,18,59,33,47,16,52,20,21,15,67,11,68,14,12,58,48,5,56,79,49,73,72,34,65,6,69,53,62,35,57,28,63,61,50,66,29,
14,36,43,82,56,4,74,81,0,6,83,78,32,7,70,21,77,80,25,55,3,2,39,41,40,26,27,61,45,31,46,42,37,44,38,76,1,24,9,13,71,28,12,54,17,59,75,60,20,15,68,16,35,19,47,18,67,11,23,52,22,10,58,65,48,5,34,79,49,73,72,64,8,69,53,33,57,51,50,30,63,62,66,29,
39,63,37,82,3,75,81,6,11,0,70,28,83,78,7,77,80,2,12,34,26,40,46,4,76,43,27,41,36,38,42,25,45,44,53,24,1,55,17,20,74,31,71,19,65,51,14,49,32,23,13,16,18,59,21,9,15,67,22,10,68,58,60,56,5,47,35,79,48,72,64,73,62,8,54,69,33,52,30,57,61,50,66,29,
45,61,38,1,81,75,8,83,72,82,27,0,24,78,7,76,32,80,3,39,12,19,37,77,64,40,41,26,4,36,55,46,44,43,42,58,30,13,11,2,9,31,25,20,54,74,14,21,71,60,17,47,35,18,16,15,68,67,23,52,22,10,59,48,34,5,56,73,33,79,49,70,65,53,69,6,57,51,50,28,63,62,66,29,
50,37,42,83,3,71,81,8,72,82,13,0,16,79,32,7,80,2,76,27,77,26,4,65,21,41,39,36,40,12,43,44,55,46,38,45,1,25,28,60,74,54,9,31,20,17,75,59,14,35,15,47,24,19,18,10,52,67,11,23,68,22,58,56,48,5,34,78,49,73,70,64,6,69,53,33,57,51,61,30,63,62,66,29,
43,62,38,82,3,75,10,0,81,8,73,11,78,83,25,7,31,80,1,76,77,26,44,4,65,27,39,55,41,30,40,37,45,36,32,42,46,2,9,54,16,19,74,67,15,71,17,18,60,35,20,21,47,24,14,58,68,13,23,52,22,56,12,59,48,5,34,79,49,72,70,64,6,69,53,51,33,57,28,63,61,50,66,29,
53,40,38,83,3,74,0,6,73,12,81,82,78,7,25,76,27,32,80,13,1,46,77,4,62,58,26,36,41,42,30,39,43,44,56,45,19,37,55,2,9,16,31,71,20,75,17,23,14,60,35,24,47,18,21,67,11,68,15,52,22,10,59,65,48,5,34,79,49,72,70,64,8,69,54,51,33,57,29,63,61,50,66,28,
28,41,81,37,82,1,77,64,0,8,26,33,83,70,11,78,3,80,12,75,4,39,40,7,76,27,38,51,44,67,43,42,46,45,36,25,2,19,24,47,20,74,71,17,31,55,32,14,54,60,23,9,16,18,58,48,21,68,13,15,52,10,22,59,5,73,56,79,49,72,34,65,6,69,53,62,35,57,30,63,61,50,66,29,
68,44,36,83,3,71,0,72,81,6,10,28,82,78,19,80,2,4,34,77,45,11,7,76,27,41,39,75,40,26,38,46,14,37,25,43,42,1,54,61,17,55,24,74,31,32,20,48,23,65,16,9,18,67,60,21,58,13,15,52,22,12,59,56,47,5,35,79,49,73,70,64,8,69,53,33,57,51,50,30,63,62,66,29,
78,38,83,1,42,20,73,74,9,27,0,82,81,6,7,3,80,19,25,61,76,77,4,56,41,39,37,40,45,26,44,43,31,46,13,36,55,2,28,32,24,71,12,54,59,75,17,23,60,14,35,47,16,18,21,52,67,11,15,68,22,10,48,58,65,5,34,79,72,49,70,64,8,69,53,33,57,51,50,30,63,62,66,29,
78,40,83,36,26,0,3,77,33,8,81,72,10,82,25,13,80,1,65,76,27,74,51,41,4,7,28,39,46,45,43,55,15,44,42,2,37,38,16,54,71,32,59,75,17,31,20,60,21,14,9,47,24,19,18,52,67,11,23,68,22,12,58,56,48,5,79,49,73,70,34,64,53,6,69,62,35,57,30,63,61,50,66,29,
71,38,43,1,82,10,81,0,64,8,73,79,83,5,27,80,25,32,3,76,11,55,77,4,39,41,40,46,36,26,61,30,44,42,31,37,45,2,16,9,19,74,54,75,33,60,17,20,59,47,14,23,24,18,21,52,13,67,15,68,22,12,58,48,7,56,78,49,72,70,34,65,6,69,53,35,57,51,50,28,63,62,66,29,
77,37,26,45,83,32,0,1,81,82,6,79,70,24,56,13,76,80,3,12,75,55,27,41,4,51,7,40,44,42,36,46,9,39,43,38,25,19,29,18,8,71,2,31,74,60,54,65,17,23,59,22,35,47,16,20,21,52,67,11,15,68,14,10,58,48,5,34,78,49,73,72,64,69,53,62,33,57,30,63,61,50,66,28,
2,40,71,83,36,81,12,70,0,56,6,11,78,7,82,25,32,80,76,77,41,55,30,39,3,4,26,27,46,51,37,43,16,5,38,42,44,45,1,19,9,31,74,60,20,54,75,17,59,35,18,47,21,24,14,15,52,67,13,23,68,22,58,57,10,65,48,34,79,49,72,73,64,8,69,53,62,33,28,63,61,50,66,29,
83,21,81,43,36,0,77,3,32,70,82,78,6,25,12,56,46,80,23,4,42,76,74,7,55,2,39,41,40,26,51,30,45,37,38,44,1,27,9,16,31,71,60,20,14,54,17,13,75,59,35,47,24,19,18,52,67,68,11,15,22,10,58,65,48,5,34,79,49,72,73,64,8,69,53,62,33,57,28,63,61,50,66,29,
36,32,39,83,3,71,0,66,81,26,78,82,8,70,12,25,76,13,80,1,27,77,7,41,29,4,40,45,38,46,43,44,62,37,54,42,19,16,2,9,31,55,74,75,20,17,23,65,14,48,35,67,11,24,18,60,21,15,58,52,22,10,59,56,47,5,34,79,49,69,73,64,53,72,6,51,33,57,30,63,61,50,68,28,
29,42,37,82,81,77,3,0,53,70,17,83,6,78,32,2,13,61,80,74,27,12,76,39,4,41,40,46,36,43,44,45,38,25,1,26,16,55,49,9,31,71,5,8,65,20,21,59,75,35,14,15,24,18,19,63,11,23,67,52,22,48,10,68,58,60,56,47,7,34,79,72,73,64,54,69,33,51,50,30,57,62,66,28,
62,37,40,82,3,74,0,6,81,72,83,78,27,12,25,4,7,32,80,76,13,2,77,26,39,41,65,46,30,55,38,45,34,42,16,17,44,36,54,43,1,71,20,21,31,59,75,63,14,48,15,24,19,18,9,11,23,67,22,10,68,58,60,56,47,5,35,79,49,73,70,53,64,8,51,69,33,52,29,57,61,50,66,28,
11,81,41,37,82,77,2,32,72,79,22,7,83,0,8,66,25,80,39,74,3,26,40,76,42,46,4,43,27,45,36,71,38,44,30,53,1,31,9,24,19,62,55,75,17,65,12,18,49,35,10,23,16,20,67,21,13,15,58,52,14,60,59,56,5,47,34,78,48,69,73,70,64,6,54,51,33,57,29,63,61,50,68,28,
62,42,38,83,2,71,81,0,6,70,82,79,13,25,14,7,32,3,80,77,27,40,26,65,39,4,55,41,43,36,45,46,37,44,76,21,1,9,24,54,74,31,29,12,17,59,75,20,60,35,19,47,16,23,34,18,52,15,67,11,68,22,10,58,56,78,48,5,49,72,73,64,8,69,53,51,33,57,30,63,61,50,66,28,
60,37,39,83,3,75,0,8,72,12,81,79,7,76,27,82,25,80,11,2,40,77,4,14,26,44,46,32,41,1,45,43,36,42,38,9,24,65,19,31,53,55,28,74,51,71,59,17,20,21,35,16,15,47,18,67,52,13,62,23,73,68,22,10,58,56,48,5,34,78,49,70,64,6,69,54,33,57,30,63,61,50,66,29,
11,42,36,82,81,77,2,80,0,73,6,83,56,20,32,7,78,25,3,74,76,55,39,26,4,27,40,41,51,1,37,43,38,44,46,45,31,75,9,30,24,19,12,60,67,54,71,17,18,35,47,23,16,14,58,21,68,10,13,15,52,22,59,65,48,5,34,79,64,49,53,72,70,62,8,69,33,57,28,63,61,50,66,29,
31,39,38,83,3,75,63,0,81,8,72,13,82,78,25,7,10,80,41,76,2,27,4,26,40,77,46,36,30,44,42,37,45,43,1,9,53,19,16,32,55,65,74,71,17,23,20,51,14,35,49,24,18,59,21,11,15,67,22,12,68,58,60,56,5,47,34,79,48,73,70,54,64,6,62,69,33,52,28,57,61,50,66,29,
28,39,83,38,71,81,3,0,53,8,82,79,70,13,7,32,27,80,1,12,77,41,76,40,45,4,26,51,36,43,46,44,37,42,19,25,2,16,9,59,31,74,20,75,60,56,55,34,17,18,23,22,47,24,21,52,15,67,11,68,14,10,58,65,48,49,5,35,78,73,72,64,6,69,54,62,33,57,30,63,61,50,66,29,
59,45,37,83,3,75,72,78,0,8,13,82,81,28,5,80,1,12,27,51,32,77,4,42,39,76,40,41,26,44,7,43,46,38,57,36,2,25,19,53,16,9,31,74,20,71,55,23,14,35,17,56,49,18,24,67,21,11,15,22,65,10,68,60,47,58,34,79,48,73,70,64,6,69,54,62,33,52,30,63,61,50,66,29,
24,40,83,37,80,0,2,71,81,8,72,27,82,60,7,76,78,77,3,39,12,13,4,41,44,26,34,36,38,46,25,19,45,43,42,74,1,30,65,53,20,55,51,31,75,23,17,59,32,14,16,47,18,21,52,67,9,11,15,68,22,10,58,56,48,5,35,79,49,73,70,64,6,69,54,62,33,57,29,63,61,50,66,28,
33,43,37,83,3,73,0,6,71,81,27,82,78,28,7,2,65,80,13,77,12,26,51,4,40,76,45,39,41,55,36,42,46,16,44,38,19,1,25,74,54,60,20,59,75,17,14,31,23,32,47,9,18,24,21,52,67,11,15,68,22,10,58,56,48,79,5,49,72,70,34,64,53,8,69,62,35,57,30,63,61,50,66,29,
30,44,82,37,81,77,6,0,3,65,5,79,73,27,32,26,13,83,1,80,74,12,51,46,4,76,41,40,39,43,55,25,19,36,38,45,2,42,16,9,54,71,60,31,20,23,75,59,17,14,35,47,24,18,21,52,67,15,11,68,10,22,58,56,48,7,34,78,49,72,70,64,8,69,53,62,33,57,29,63,61,50,66,28,
12,81,41,36,83,77,2,8,73,56,0,82,27,78,76,7,32,25,74,9,26,80,3,13,40,39,51,4,43,30,46,45,38,37,47,21,44,42,1,16,31,71,20,17,67,15,54,19,18,75,55,60,35,24,14,58,68,11,23,52,22,10,59,65,48,5,34,79,49,72,70,64,6,69,53,62,33,57,28,63,61,50,66,29,
81,21,45,36,32,83,71,3,0,82,73,25,78,8,51,12,53,80,76,9,77,38,1,41,7,4,39,30,42,40,26,27,46,24,43,37,44,2,67,31,74,13,20,56,17,75,55,60,14,35,15,16,19,47,18,58,68,11,23,52,59,22,10,65,48,5,34,79,54,49,72,70,61,64,6,69,33,57,50,29,63,62,66,28,
24,43,38,81,83,65,79,0,3,71,8,70,82,23,76,32,80,1,55,7,12,77,26,40,4,41,39,51,13,44,37,45,46,36,42,2,27,18,28,54,31,9,25,74,17,60,75,19,59,22,35,47,16,21,20,52,67,11,15,58,68,14,10,56,48,5,34,78,49,72,73,64,6,69,53,62,33,57,30,63,61,50,66,29,
16,40,37,82,72,71,81,3,65,0,27,83,8,78,32,7,2,80,4,76,77,13,51,41,26,35,39,45,55,12,46,42,43,44,1,36,30,38,19,25,54,74,59,20,75,17,23,31,49,9,14,24,18,63,21,11,15,67,22,10,68,58,60,56,5,34,47,79,48,73,70,64,6,53,62,69,33,52,29,57,61,50,66,28,
22,82,46,81,74,38,4,65,72,19,0,78,83,62,6,25,32,80,77,27,2,7,3,40,76,39,37,28,41,42,43,26,55,45,1,36,44,13,9,54,31,24,71,59,75,68,17,23,18,12,48,35,16,20,60,21,67,15,11,52,14,10,58,56,47,5,34,79,49,73,70,64,8,69,53,51,33,57,30,63,61,50,66,29,
49,40,38,83,3,0,71,8,70,81,11,78,25,5,82,41,10,76,44,80,1,26,32,77,4,39,45,37,27,30,42,46,36,43,65,2,9,16,31,19,74,59,75,17,20,55,72,51,14,53,35,57,23,24,18,21,67,15,13,22,12,68,60,56,7,47,58,34,79,48,73,64,6,69,54,62,33,52,29,63,61,50,66,28,
81,2,39,82,75,38,18,56,0,83,6,70,78,27,7,32,25,80,13,3,55,77,26,41,4,76,42,62,36,40,37,43,19,9,44,29,46,45,1,12,31,24,74,54,59,23,71,17,60,20,35,47,16,14,21,52,67,11,68,15,34,22,10,58,65,48,5,57,79,49,72,73,64,8,69,53,51,33,30,63,61,50,66,28,
12,81,37,60,40,83,3,82,75,0,8,70,78,7,13,25,80,4,2,27,26,39,76,32,77,19,41,56,43,30,38,42,44,36,45,46,1,16,9,31,55,74,51,20,54,71,17,23,59,14,35,47,24,18,21,52,28,68,67,11,22,15,10,58,65,48,5,34,79,49,72,62,73,64,6,69,53,33,57,63,61,50,66,29,
24,36,45,83,56,74,0,3,81,8,26,82,70,78,13,4,76,7,32,1,80,12,55,27,77,41,40,39,51,44,42,46,38,37,2,43,19,9,30,31,71,25,20,60,54,17,75,59,33,23,14,47,16,18,21,52,67,11,68,58,15,22,10,65,48,5,79,49,72,73,34,64,53,6,69,62,35,57,29,63,61,50,66,28,
35,41,4,38,83,74,0,6,61,81,70,82,15,78,28,80,77,12,7,1,40,3,56,39,42,76,44,26,55,46,43,36,45,11,37,27,22,75,2,24,71,25,54,59,18,17,31,60,9,32,21,47,16,19,52,20,67,13,23,68,14,10,58,65,48,5,34,79,49,73,72,64,8,69,53,33,57,51,50,30,63,62,66,29,
36,72,42,83,1,32,0,81,23,77,82,6,25,56,78,12,80,76,5,3,75,40,39,55,4,41,51,26,38,30,44,43,46,2,27,45,37,9,16,31,17,74,60,20,54,13,59,24,71,14,19,35,47,18,21,49,52,67,11,66,15,22,10,58,65,7,34,79,48,69,73,70,64,8,53,62,33,57,28,63,61,50,68,29,
1,46,81,74,37,83,18,6,0,65,82,27,78,70,17,31,80,3,25,77,44,4,76,51,13,36,41,39,40,38,45,42,43,53,9,2,26,15,24,12,32,55,71,5,33,28,60,75,59,20,21,16,19,47,14,52,67,23,11,68,22,10,58,56,48,7,79,49,73,72,69,34,64,54,8,62,35,57,30,63,61,50,66,29,
56,38,80,43,83,3,71,0,82,81,23,72,6,18,2,32,78,7,4,25,55,45,77,26,76,41,39,40,51,46,42,37,44,36,1,9,27,31,12,24,74,17,29,60,62,21,54,13,75,59,22,47,35,19,16,20,52,67,11,15,14,68,10,58,65,48,5,79,34,49,73,70,64,8,69,53,33,57,30,63,61,50,66,28,
76,45,36,81,82,0,4,71,6,64,22,83,26,78,74,73,25,32,13,80,77,27,55,7,41,29,3,51,40,2,39,46,37,42,38,9,43,44,18,31,19,1,24,54,75,16,52,17,23,49,12,35,20,67,21,59,11,68,15,14,10,58,60,5,47,34,56,79,48,72,70,65,8,69,53,62,33,57,30,63,61,50,66,28,
3,74,36,7,82,80,41,83,0,81,73,8,65,24,27,32,12,78,76,1,77,51,13,39,40,42,26,4,55,46,31,45,44,37,43,2,38,19,9,54,30,25,71,20,60,75,23,68,17,14,35,16,47,18,21,67,58,11,15,52,22,10,59,56,49,5,34,79,48,72,70,64,6,69,53,62,33,57,28,63,61,50,66,29,
18,45,34,37,3,82,71,0,78,6,27,83,81,70,7,80,1,65,39,77,4,51,25,41,13,36,26,19,76,40,55,46,44,42,38,43,2,12,54,24,74,29,60,32,31,67,75,17,22,23,47,16,58,21,20,68,14,9,11,15,10,52,59,56,48,5,35,79,49,73,72,64,8,69,53,62,33,57,30,63,61,50,66,28,
82,20,46,37,81,75,4,0,56,70,83,47,6,78,7,63,27,80,3,76,25,11,32,1,26,77,40,41,39,36,38,31,42,51,45,43,44,2,9,29,24,19,12,74,71,55,17,14,35,54,23,16,18,59,21,13,15,67,22,10,68,58,60,65,48,5,34,79,49,73,72,64,8,53,62,69,33,52,30,57,61,50,66,28,
48,43,71,38,83,3,0,6,72,81,13,82,78,25,76,7,80,12,1,27,77,32,53,4,26,41,40,46,39,30,42,36,9,45,37,44,2,19,16,31,74,65,51,20,59,75,17,55,23,14,35,56,24,18,63,21,11,15,67,22,10,68,58,60,47,5,34,79,49,73,70,64,8,54,62,69,33,52,28,57,61,50,66,29,
22,82,41,37,81,77,4,0,53,8,70,78,7,27,50,83,32,39,80,15,25,74,3,1,76,40,43,26,45,36,30,68,42,46,38,44,31,9,13,2,24,55,47,71,20,75,65,17,12,35,21,18,60,16,19,67,58,11,23,59,52,48,14,10,56,5,34,79,49,72,73,64,6,69,54,33,57,51,61,28,63,62,66,29,
60,37,43,83,3,74,79,0,70,6,13,82,81,25,10,17,80,1,76,39,77,27,4,30,36,32,41,26,40,45,44,38,72,46,42,9,2,16,65,31,5,71,53,55,51,21,75,20,59,14,35,15,24,19,47,18,52,67,11,23,68,22,12,58,56,48,7,34,78,49,73,64,8,69,54,62,33,57,29,63,61,50,66,28,
17,83,37,40,81,77,0,4,32,6,82,73,78,29,65,80,27,74,12,1,51,41,3,44,76,13,39,55,46,25,38,42,45,15,2,34,36,43,26,16,54,71,7,20,57,31,75,48,14,21,24,19,18,9,59,67,60,11,23,22,10,68,56,47,5,58,35,79,49,72,70,64,8,69,53,62,33,52,30,63,61,50,66,28,
45,7,0,77,38,16,4,82,79,72,83,81,31,6,53,27,80,76,13,74,40,1,3,26,61,39,41,42,36,12,37,43,25,44,46,28,60,65,19,9,2,32,71,55,68,20,14,75,23,21,17,35,24,47,18,67,58,11,15,49,52,22,10,59,56,5,34,78,48,73,70,64,8,69,54,33,57,51,50,30,63,62,66,29,
14,81,36,42,82,77,4,0,65,8,83,78,70,7,27,9,25,1,13,80,71,51,26,3,41,39,40,43,44,38,45,15,37,46,55,76,2,28,31,62,54,75,32,24,74,12,59,47,17,20,35,21,60,18,16,52,67,19,11,23,68,22,56,10,58,48,34,5,79,49,73,72,64,6,69,53,33,57,30,63,61,50,66,29,
68,39,36,83,3,74,0,6,81,13,70,82,25,78,32,22,7,80,1,27,26,4,77,40,41,76,42,43,44,37,45,46,52,38,19,29,2,9,24,53,75,23,31,55,71,17,62,65,12,35,18,16,48,20,67,60,21,11,58,15,14,10,59,56,34,47,5,79,49,72,73,64,8,69,54,51,33,57,30,63,61,50,66,28,
74,46,3,37,10,82,0,81,64,27,8,78,83,73,32,7,25,80,1,5,76,55,9,13,21,77,4,39,40,41,26,51,30,38,45,36,43,44,16,42,2,31,71,60,54,17,75,20,59,14,35,15,47,24,19,18,52,67,70,23,48,11,68,22,12,58,34,56,79,49,72,65,6,69,53,62,33,57,28,63,61,50,66,29,
