GreedyTotal,GreedyAdditional,FICBPL_E,UnifyGreedy,ARTMaxMin,Genetic,PAdditional5
0.5010043942247332,0.7305084745762712,0.7198367859384808,0.6779033270558693,0.6604519774011298,0.697112366603892,0.7312617702448211
0.5001255492780916,0.7145637162586315,0.7198367859384808,0.6779033270558693,0.6702448210922787,0.6827997489014438,0.7188323917137476
0.5012554927809164,0.7169491525423729,0.7198367859384808,0.6779033270558693,0.670495919648462,0.6957313245448838,0.7161958568738229
0.5010043942247332,0.7254865034526051,0.7198367859384808,0.6779033270558693,0.6569365976145637,0.7192090395480225,0.7264908976773383
0.5010043942247332,0.7300062774639046,0.7198367859384808,0.6779033270558693,0.660075329566855,0.7205900816070306,0.7131826741996233
0.5007532956685499,0.728374136848713,0.7198367859384808,0.6779033270558693,0.6624607658505963,0.6933458882611424,0.7174513496547394
0.5017576898932831,0.7225988700564971,0.7198367859384808,0.6779033270558693,0.6591964846202134,0.6912115505335844,0.7271186440677966
0.5008788449466415,0.721594475831764,0.7198367859384808,0.6779033270558693,0.6678593848085373,0.7010043942247332,0.7150659133709981
0.5003766478342749,0.7311362209667294,0.7198367859384808,0.6779033270558693,0.6584431889516634,0.6982423101067169,0.7263653483992466
0.5016321406151915,0.7259887005649718,0.7198367859384808,0.6779033270558693,0.6571876961707469,0.6878217200251099,0.7306340238543628
0.5016321406151915,0.726239799121155,0.7198367859384808,0.6779033270558693,0.6657250470809792,0.7021343377275581,0.7207156308851224
0.5002510985561832,0.717953546767106,0.7198367859384808,0.6779033270558693,0.6529190207156309,0.7146892655367231,0.7193345888261141
0.5015065913370997,0.7261142498430634,0.7198367859384808,0.6779033270558693,0.6386064030131826,0.6946013810420589,0.7168236032642812
0.5008788449466415,0.7154425612052729,0.7198367859384808,0.6779033270558693,0.6694915254237287,0.6829252981795354,0.7148148148148148
0.5,0.7246076585059635,0.7198367859384808,0.6779033270558693,0.6629629629629629,0.7033898305084746,0.7111738857501569
0.5001255492780916,0.7290018832391713,0.7198367859384808,0.6779033270558693,0.6624607658505963,0.6988700564971752,0.7173258003766477
0.5012554927809164,0.7197112366603892,0.7198367859384808,0.6779033270558693,0.6414940364092906,0.6861895794099183,0.7172002510985561
0.5017576898932831,0.7238543628374136,0.7198367859384808,0.6779033270558693,0.6648462021343376,0.7312617702448211,0.7149403640929064
0.5015065913370997,0.7263653483992466,0.7198367859384808,0.6779033270558693,0.6721280602636535,0.6875706214689264,0.7219711236660389
0.49987445072190834,0.7223477715003138,0.7198367859384808,0.6779033270558693,0.6408662900188323,0.7092906465787822,0.7278719397363465
0.5013810420590081,0.7170747018204645,0.7198367859384808,0.6779033270558693,0.664720652856246,0.7003766478342749,0.7286252354048964
0.5016321406151915,0.7296296296296295,0.7198367859384808,0.6779033270558693,0.6604519774011298,0.6845574387947269,0.7305084745762712
0.5007532956685499,0.7228499686126805,0.7198367859384808,0.6779033270558693,0.6663527934714375,0.6881983678593847,0.7268675455116133
0.5017576898932831,0.7149403640929064,0.7198367859384808,0.6779033270558693,0.6535467671060892,0.7030131826741995,0.7124293785310735
0.5006277463904582,0.724105461393597,0.7198367859384808,0.6779033270558693,0.6822975517890771,0.7001255492780917,0.7144381669805399
0.5015065913370997,0.7247332077840553,0.7198367859384808,0.6779033270558693,0.6534212178279974,0.7065285624607658,0.729127432517263
0.5013810420590081,0.7213433772755806,0.7198367859384808,0.6779033270558693,0.6499058380414312,0.6932203389830508,0.7231010671688637
0.5015065913370997,0.7125549278091651,0.7198367859384808,0.6779033270558693,0.6635907093534211,0.6908349026993094,0.7180790960451977
0.5012554927809164,0.7292529817953547,0.7198367859384808,0.6779033270558693,0.6637162586315128,0.7135593220338983,0.7172002510985561
0.4993722536095418,0.7279974890144382,0.7198367859384808,0.6779033270558693,0.6559322033898304,0.6927181418706841,0.71293157564344
0.5002510985561832,0.7256120527306967,0.7198367859384808,0.6779033270558693,0.6671060891399874,0.7130571249215317,0.7212178279974889
0.5011299435028248,0.7193345888261141,0.7198367859384808,0.6779033270558693,0.6571876961707469,0.7003766478342749,0.7264908976773383
0.5007532956685499,0.723728813559322,0.7198367859384808,0.6779033270558693,0.6718769617074701,0.6864406779661016,0.7331450094161959
0.5020087884494664,0.7273697426239799,0.7198367859384808,0.6779033270558693,0.6445072190834903,0.7066541117388575,0.7163214061519146
0.5002510985561832,0.7231010671688637,0.7198367859384808,0.6779033270558693,0.6512868801004393,0.7013810420590081,0.7131826741996233
0.5008788449466415,0.7302573760200878,0.7198367859384808,0.6779033270558693,0.6664783427495292,0.6903327055869428,0.7318895166352793
0.5007532956685499,0.7135593220338983,0.7198367859384808,0.6779033270558693,0.664344005021971,0.7110483364720652,0.715819209039548
0.5012554927809164,0.7274952919020715,0.7198367859384808,0.6779033270558693,0.6758945386064029,0.7020087884494663,0.7286252354048964
0.5005021971123665,0.7228499686126805,0.7198367859384808,0.6779033270558693,0.6490269930947897,0.6817953546767105,0.7222222222222222
0.5007532956685499,0.7224733207784054,0.7198367859384808,0.6779033270558693,0.6655994978028875,0.683427495291902,0.721594475831764
0.5008788449466415,0.7168236032642812,0.7198367859384808,0.6779033270558693,0.6612052730696798,0.7135593220338983,0.7276208411801631
0.5005021971123665,0.7205900816070306,0.7198367859384808,0.6779033270558693,0.6613308223477715,0.7052730696798494,0.7242310106716886
0.5015065913370997,0.7239799121155053,0.7198367859384808,0.6779033270558693,0.6501569365976145,0.7062774639045825,0.7271186440677966
0.5012554927809164,0.7220966729441306,0.7198367859384808,0.6779033270558693,0.6620841180163214,0.6879472693032015,0.7243565599497802
0.5003766478342749,0.7261142498430634,0.7198367859384808,0.6779033270558693,0.6544256120527306,0.7145637162586315,0.7150659133709981
0.5013810420590081,0.729127432517263,0.7198367859384808,0.6779033270558693,0.6815442561205273,0.7217200251098556,0.7267419962335216
0.5017576898932831,0.7278719397363465,0.7198367859384808,0.6779033270558693,0.6666038920276208,0.7218455743879472,0.7160703075957312
0.5013810420590081,0.7300062774639046,0.7198367859384808,0.6779033270558693,0.6576898932831136,0.6954802259887005,0.7273697426239799
0.5005021971123665,0.7258631512868801,0.7198367859384808,0.6779033270558693,0.7041431261770245,0.7146892655367231,0.723352165725047
0.5,0.728750784682988,0.7198367859384808,0.6779033270558693,0.6470182046453232,0.7198367859384808,0.7138104205900816
0.5012554927809164,0.7269930947897049,0.7198367859384808,0.6779033270558693,0.6573132454488386,0.7131826741996233,0.7332705586942875
0.5010043942247332,0.7274952919020715,0.7198367859384808,0.6779033270558693,0.664344005021971,0.7047708725674827,0.7106716886377903
0.5006277463904582,0.7234777150031387,0.7198367859384808,0.6779033270558693,0.6637162586315128,0.7140615191462648,0.7231010671688637
0.5017576898932831,0.7210922787193973,0.7198367859384808,0.6779033270558693,0.6839296924042687,0.7111738857501569,0.7332705586942875
0.5011299435028248,0.7177024482109228,0.7198367859384808,0.6779033270558693,0.6802887633396107,0.7022598870056497,0.7188323917137476
0.5010043942247332,0.7203389830508474,0.7198367859384808,0.6779033270558693,0.6411173885750157,0.7200878844946641,0.7238543628374136
0.5016321406151915,0.7328939108600124,0.7198367859384808,0.6779033270558693,0.643879472693032,0.7144381669805399,0.7190834902699309
0.5003766478342749,0.7244821092278718,0.7198367859384808,0.6779033270558693,0.6746390458254864,0.7106716886377903,0.7267419962335216
0.5012554927809164,0.7149403640929064,0.7198367859384808,0.6779033270558693,0.6747645951035781,0.6871939736346516,0.7172002510985561
