57,45,38,41,10,9,61,2,40,85,43,33,49,78,15,99,69,29,58,32,75,84,88,39,76,54,18,25,79,42,65,4,81,1,21,82,67,91,47,36,19,14,86,64,46,51,50,34,12,77,83,71,98,80,20,3,97,52,73,5,37,13,22,66,89,11,56,93,70,53,35,60,31,26,27,63,92,55,59,0,48,30,100,24,44,94,6,87,7,23,16,101,74,72,17,62,28,96,95,68,90,8,
10,57,79,38,61,2,41,45,49,43,85,40,9,88,15,54,39,33,42,84,32,58,76,50,65,18,4,98,29,75,47,19,34,13,25,67,81,21,14,72,46,91,99,82,51,1,80,22,64,11,36,86,73,35,77,78,63,3,83,52,31,37,71,66,97,20,59,12,93,60,5,56,100,0,89,70,26,30,94,17,62,44,24,90,23,27,53,74,16,101,8,92,68,48,6,95,87,55,7,96,69,28,
61,41,45,38,43,10,9,40,85,14,84,76,49,32,33,15,57,65,58,54,79,39,88,99,75,42,72,2,50,18,35,4,29,93,25,34,51,67,19,47,86,64,83,21,81,46,98,22,77,91,36,3,80,1,11,82,71,52,37,73,70,20,56,63,60,59,13,100,66,78,5,44,0,30,89,97,87,92,31,74,26,12,53,7,8,55,27,95,48,23,6,101,16,96,62,68,94,69,17,90,24,28,
61,38,45,10,49,33,41,43,85,9,81,57,54,40,32,2,18,4,76,15,88,58,39,79,65,36,99,67,82,42,84,22,50,29,86,77,75,80,12,14,25,47,34,69,23,91,51,46,71,64,73,1,20,3,98,100,66,78,63,30,11,60,21,83,19,52,37,97,13,68,93,56,70,53,59,35,74,96,92,17,31,26,55,44,0,5,87,6,95,24,89,101,8,27,16,48,90,94,28,62,72,7,
61,45,10,41,43,2,79,65,9,49,40,33,57,58,54,32,76,4,39,85,15,42,36,18,25,67,19,84,88,38,98,29,80,77,34,63,35,81,50,14,22,91,47,51,72,52,75,11,21,86,78,46,71,64,73,1,82,30,37,97,3,99,93,66,83,13,12,56,20,5,70,60,53,74,48,100,0,101,31,59,62,17,27,7,24,44,96,26,68,87,94,16,28,95,89,69,8,92,90,6,23,55,
57,45,41,38,2,9,83,40,49,58,13,43,10,32,29,33,84,50,25,99,88,65,76,54,18,86,42,39,15,4,79,77,19,67,85,1,34,47,72,21,37,81,78,51,82,14,63,75,52,3,80,91,22,12,46,73,97,36,98,66,35,60,64,71,11,31,93,27,20,89,100,30,26,24,70,56,8,48,16,101,59,62,69,5,6,95,23,44,53,68,7,0,87,28,61,74,17,55,94,92,96,90,
45,61,41,38,10,80,40,49,2,9,33,88,85,43,15,57,39,4,76,54,58,32,84,79,18,98,29,72,81,36,65,50,86,67,47,42,99,64,25,46,19,91,14,34,1,22,51,70,82,78,3,75,73,13,77,35,37,20,5,52,21,66,97,11,56,100,83,71,59,63,12,60,68,30,53,101,94,44,26,31,87,62,93,27,17,6,74,48,69,24,89,95,90,23,96,0,55,16,7,92,28,8,
38,45,61,41,84,2,10,49,40,43,33,57,85,9,58,32,18,88,39,25,29,54,36,15,4,19,65,76,14,79,67,21,42,69,99,51,75,98,50,78,73,80,34,77,1,46,47,81,86,71,91,82,64,12,52,22,37,3,13,97,63,66,20,30,11,56,53,100,48,35,83,5,96,31,74,93,70,60,27,59,24,26,68,101,92,17,62,44,0,94,23,16,6,90,72,95,89,87,8,55,28,7,
61,45,38,10,33,49,32,41,9,84,40,2,43,85,57,15,58,54,19,42,88,29,39,79,14,98,65,50,76,18,13,51,67,34,4,75,47,69,86,99,82,25,52,81,35,63,64,36,91,37,78,21,3,1,77,80,12,5,46,22,73,56,31,71,11,97,60,20,30,83,89,66,27,53,44,100,94,93,48,24,74,8,70,26,92,0,17,59,87,6,7,101,62,68,23,96,28,55,16,72,90,95,
61,45,43,33,58,38,2,41,10,40,49,85,57,9,79,25,32,47,18,54,4,84,36,39,15,42,76,88,67,21,75,81,19,63,51,34,14,77,29,1,98,60,65,69,20,64,50,35,22,86,52,11,46,91,99,78,73,71,70,82,100,3,97,17,13,37,80,94,5,62,26,48,93,56,89,12,83,92,16,44,27,66,31,0,24,59,55,30,53,74,101,87,28,8,7,68,23,6,96,95,72,90,
61,45,65,57,10,43,84,41,2,9,40,85,33,98,49,79,76,39,58,18,15,32,38,14,36,29,34,54,67,80,82,88,69,51,42,50,47,22,4,81,77,25,86,19,21,75,78,64,20,13,91,73,37,35,63,52,99,93,1,97,3,83,46,30,44,31,56,66,12,87,71,100,59,0,23,5,70,11,55,74,48,94,53,60,62,26,95,28,72,92,27,89,17,24,96,7,8,6,16,90,68,101,
61,9,45,38,33,41,10,43,54,2,15,85,84,57,49,39,40,58,32,25,76,29,18,36,72,88,79,42,75,64,65,67,98,83,47,34,4,81,14,86,50,91,99,51,19,46,3,80,1,77,20,52,22,93,66,37,73,12,74,82,11,21,78,56,70,26,13,63,97,5,100,71,30,16,60,53,27,35,96,48,31,92,6,94,101,7,8,59,17,87,0,44,69,23,24,68,28,89,62,90,95,55,
61,10,45,84,38,41,40,15,43,58,39,49,14,33,9,54,57,50,75,18,2,25,32,88,67,76,65,79,35,81,29,72,34,42,98,4,85,19,47,36,21,80,77,71,63,91,64,11,51,22,97,83,12,46,1,31,37,3,78,86,20,66,93,26,82,99,73,96,5,56,52,87,92,100,60,30,70,59,74,101,94,53,13,7,69,24,23,89,27,48,62,0,44,95,17,16,28,68,8,6,55,90,
9,57,10,65,45,43,33,41,13,84,49,39,40,58,15,50,14,18,54,29,32,88,74,76,25,67,99,21,42,2,38,79,20,47,91,86,69,77,80,81,73,4,64,75,83,51,3,46,36,1,56,97,52,63,12,34,78,22,19,37,82,71,68,60,70,93,35,11,85,98,27,31,61,44,101,92,5,100,66,30,7,59,53,17,16,26,94,0,96,23,55,48,87,62,89,90,72,24,6,8,95,28,
61,43,45,10,2,9,33,38,15,41,50,57,39,49,84,32,40,4,29,18,54,88,85,42,76,36,58,64,25,65,75,79,47,51,98,37,81,34,14,20,52,19,72,21,22,99,67,53,12,86,1,78,82,73,91,80,93,83,46,3,77,71,59,5,35,26,56,60,13,31,87,11,48,97,100,66,95,63,30,44,27,62,96,89,70,0,24,7,90,69,92,17,94,101,6,74,55,16,28,23,8,68,
61,45,38,58,41,81,9,10,49,43,33,76,32,2,39,40,50,4,57,65,15,54,36,84,29,18,88,79,69,99,42,25,47,67,51,86,34,19,85,75,14,20,46,73,77,80,64,21,52,3,83,63,13,12,91,82,71,98,1,22,70,78,11,66,5,30,35,31,37,60,97,56,48,100,89,27,53,94,59,93,23,62,0,26,44,17,68,92,55,101,7,6,87,24,8,96,72,28,74,90,16,95,
57,10,13,45,38,80,18,32,9,43,41,2,40,49,50,15,33,39,58,54,88,65,42,29,76,25,85,4,91,47,84,98,67,79,34,14,81,72,75,73,78,51,64,97,36,46,21,22,99,20,3,83,35,1,77,66,82,71,19,30,86,11,12,37,52,63,93,31,92,60,100,70,5,56,48,68,44,62,101,23,24,6,27,53,26,59,89,55,0,61,17,94,87,74,90,28,95,96,7,8,69,16,
45,61,38,42,2,10,9,33,40,49,43,57,81,88,29,41,85,39,25,32,58,36,14,98,54,15,84,65,76,79,47,69,67,63,34,4,18,78,50,83,86,51,23,91,82,20,30,64,21,46,75,22,80,77,1,99,3,12,35,73,71,97,70,11,37,52,92,44,93,56,66,13,100,87,31,27,19,26,60,101,0,17,53,24,5,55,7,48,59,95,90,16,8,68,89,94,62,28,96,72,6,74,
43,61,45,65,10,2,41,40,15,50,84,9,49,33,54,57,29,88,85,58,4,32,36,39,67,38,76,25,51,47,18,13,79,69,99,34,81,80,64,42,46,19,63,35,83,1,91,3,14,77,5,86,97,75,73,78,37,56,82,20,93,70,22,21,31,66,11,53,52,71,59,100,30,12,23,98,26,17,0,55,87,48,60,27,74,89,96,44,94,62,16,68,72,28,90,101,6,24,92,95,7,8,
57,65,45,84,10,41,9,43,25,61,40,33,49,42,39,14,85,36,32,58,15,2,54,98,79,38,76,4,67,29,34,88,81,18,50,47,19,72,77,91,82,80,21,75,51,52,35,20,86,63,22,64,78,99,1,73,3,70,11,13,60,83,56,5,97,66,93,46,71,37,26,12,30,48,100,74,101,44,55,94,53,68,31,96,62,27,0,16,24,95,17,6,7,59,87,92,8,89,23,69,28,90,
57,45,43,84,10,41,9,2,65,61,40,58,33,50,39,32,49,88,80,15,54,76,25,64,29,18,72,38,98,4,13,42,79,14,85,22,81,12,34,47,75,86,21,36,67,63,19,99,91,51,20,78,48,73,37,77,46,30,11,3,93,83,27,52,1,53,31,97,82,71,66,44,35,100,5,56,55,62,60,89,87,94,69,23,68,70,59,16,26,101,24,0,7,6,17,96,28,74,92,8,90,95,
61,65,45,43,2,41,10,49,33,9,32,85,54,84,38,76,57,15,40,39,67,58,29,51,83,18,88,99,42,36,22,35,47,25,79,81,50,86,34,4,80,75,98,91,63,14,23,77,72,82,1,73,64,66,71,70,37,46,3,93,30,11,21,53,20,78,56,12,19,44,97,52,60,13,26,74,31,55,92,48,24,17,59,5,68,27,89,96,100,94,7,8,62,87,6,69,0,16,90,101,28,95,
45,57,43,84,10,14,41,38,39,9,49,13,50,88,33,58,54,40,32,15,18,29,76,85,75,2,65,79,42,69,4,67,25,98,51,35,19,83,81,47,91,36,77,34,86,22,37,21,78,64,3,46,73,1,99,82,52,80,56,20,97,12,93,30,70,63,96,11,31,59,5,53,0,66,61,71,26,60,100,44,74,101,48,17,55,62,23,92,68,27,94,6,16,24,87,95,8,89,72,28,7,90,
61,38,40,45,33,14,9,49,10,85,41,39,84,43,58,18,54,57,76,88,32,79,42,21,72,67,15,36,4,65,2,75,47,25,98,50,81,51,19,34,29,77,91,82,20,22,99,56,46,1,3,86,73,83,12,13,80,78,70,63,48,64,71,31,52,35,66,37,93,97,59,11,100,30,101,60,26,89,28,27,74,0,62,53,5,24,8,44,92,95,17,7,87,90,23,94,68,16,55,6,69,96,
45,61,10,41,33,43,65,58,2,40,84,32,85,49,9,15,54,42,57,39,18,21,79,36,38,88,76,75,47,98,25,72,4,81,19,82,29,14,91,50,51,20,13,67,99,86,52,97,80,77,22,34,1,27,3,73,100,64,78,46,63,37,71,83,56,48,30,11,5,94,35,89,70,31,93,68,60,66,12,26,96,28,17,59,53,23,0,92,44,16,62,55,7,8,24,87,101,74,69,90,95,6,
10,61,45,38,33,41,43,2,9,40,50,58,39,32,15,29,84,65,99,75,42,49,57,54,67,79,22,36,76,18,88,25,85,98,4,47,82,51,72,1,81,34,3,86,12,80,77,83,78,21,91,66,97,13,63,11,14,19,73,52,46,26,64,37,31,27,30,100,56,93,87,53,16,35,20,70,71,59,44,89,90,48,7,0,60,5,94,24,68,69,55,8,17,92,96,101,62,6,28,74,23,95,
45,61,43,38,40,41,33,2,58,50,49,57,15,32,9,79,65,54,10,88,76,18,39,84,81,99,69,42,1,25,19,83,47,4,64,63,67,35,22,29,34,86,51,52,21,85,14,36,77,82,73,91,66,75,60,78,56,46,80,37,13,93,70,97,0,98,20,26,11,100,87,48,12,71,94,3,53,27,31,5,59,30,55,96,17,24,89,74,92,6,28,101,90,23,16,7,44,72,62,8,68,95,
43,57,45,41,33,38,9,10,2,85,40,13,32,49,84,58,15,76,88,42,72,65,81,4,18,79,54,75,21,25,39,19,98,29,50,3,34,67,14,77,86,35,80,64,91,99,46,82,47,36,51,70,20,56,52,37,1,97,71,22,60,73,30,83,78,11,26,66,63,74,12,93,55,5,100,59,31,24,23,62,61,89,44,48,92,53,94,8,17,87,7,101,6,27,96,95,68,69,0,28,90,16,
9,57,38,45,10,33,41,43,61,14,40,39,49,85,58,81,18,76,32,15,54,88,19,65,25,84,36,4,99,79,72,42,50,47,75,2,29,67,51,86,22,64,46,98,20,82,21,34,80,35,77,70,1,91,60,52,97,71,78,56,53,13,66,3,37,11,101,83,27,73,63,30,5,26,59,31,44,100,48,96,93,12,68,17,55,23,7,0,16,6,89,24,62,95,74,69,8,92,28,94,90,87,
61,45,38,2,9,84,10,42,57,49,43,15,85,33,40,32,88,41,39,79,58,54,25,18,29,67,4,75,76,72,47,65,98,77,80,86,21,36,99,82,91,81,14,51,63,22,3,50,64,23,11,1,13,37,12,34,52,46,35,20,97,83,53,71,73,30,78,101,59,44,56,66,100,89,74,5,62,93,69,70,60,19,31,94,48,96,27,26,8,0,95,24,7,17,6,68,92,90,16,28,87,55,
45,57,65,43,41,84,2,9,50,13,58,10,32,33,40,15,39,49,18,76,54,88,67,42,79,91,25,38,63,34,75,85,51,47,19,4,1,27,81,99,29,12,83,97,3,11,21,64,14,37,20,22,77,36,86,98,73,82,52,100,46,68,71,72,80,31,78,56,66,89,35,5,23,30,62,96,61,93,59,17,53,60,70,44,55,92,7,6,48,95,101,94,28,26,87,8,0,90,16,69,74,24,
61,10,38,57,45,85,33,41,54,84,40,9,43,49,2,76,58,65,39,79,15,29,32,88,4,35,51,34,18,25,47,42,14,19,86,81,99,36,72,80,82,21,22,98,73,67,1,50,64,70,37,91,11,46,3,20,13,77,71,75,83,78,97,63,5,66,48,52,30,93,56,26,62,59,0,31,60,101,17,12,100,95,23,89,94,53,55,96,27,24,6,44,68,92,7,90,87,28,16,69,74,8,
61,2,45,41,10,38,43,84,40,33,49,9,50,57,75,76,42,15,58,54,25,88,39,21,99,79,32,85,36,65,81,4,67,29,69,19,77,47,18,1,34,98,14,35,66,91,51,86,22,83,100,78,80,13,56,46,37,82,64,3,52,93,11,97,20,53,63,70,73,30,12,31,48,71,26,87,0,5,59,16,90,60,27,101,62,92,74,7,44,55,89,23,94,8,6,24,17,95,68,28,96,72,
61,10,41,81,38,49,43,45,33,39,40,57,2,50,9,72,58,65,15,32,88,21,76,54,84,42,98,85,25,29,79,18,77,35,83,4,51,34,82,67,91,14,47,36,23,86,99,46,52,75,64,20,22,3,56,80,12,78,11,63,73,97,1,71,59,37,93,30,66,100,13,31,19,96,53,60,70,94,48,24,101,62,28,17,0,5,16,6,27,74,69,68,92,44,26,90,7,87,89,8,95,55,
61,45,10,38,2,41,84,9,40,85,43,49,39,33,58,57,69,54,79,25,32,88,81,15,29,67,42,76,21,51,50,18,86,65,99,4,23,75,77,91,36,47,98,14,3,34,1,37,13,82,80,100,73,20,46,70,64,35,83,97,78,60,22,52,5,63,66,44,48,30,56,89,27,11,53,71,93,74,92,72,12,26,17,7,31,28,16,87,94,90,19,62,59,101,95,68,0,96,24,6,8,55,
61,45,10,40,41,65,43,84,9,2,54,57,49,39,85,58,33,29,25,32,76,69,50,4,98,38,15,19,18,67,36,79,42,14,34,80,77,88,91,81,31,47,21,64,75,46,82,66,22,78,37,12,30,99,86,51,1,73,3,35,63,83,52,27,71,97,5,20,62,11,100,92,13,56,70,93,59,89,60,90,68,26,101,48,53,16,94,0,72,17,24,44,28,74,7,96,6,8,87,23,95,55,
61,10,65,43,45,2,79,41,9,49,58,39,33,57,54,40,76,50,15,25,88,18,85,38,32,81,29,4,86,42,23,99,84,36,75,47,51,67,97,14,91,46,63,80,34,77,52,21,69,98,22,3,73,19,1,12,20,64,66,83,13,37,93,30,78,70,56,100,82,44,53,11,89,26,94,35,71,31,101,5,72,96,0,74,48,55,59,17,60,27,68,24,28,62,90,87,7,16,95,6,92,8,
61,45,10,33,65,49,43,41,57,50,75,9,2,54,84,40,15,32,18,39,79,88,25,76,51,42,60,85,99,29,81,47,91,36,58,38,69,4,82,64,67,19,80,34,98,1,78,3,37,14,22,77,86,66,21,73,46,83,63,12,52,59,11,20,62,70,93,31,56,13,97,30,44,26,100,71,89,5,35,53,6,8,17,55,16,48,101,27,94,23,24,96,68,92,74,90,95,0,7,28,87,72,
61,10,41,45,79,65,85,9,43,32,33,49,57,2,40,42,76,54,58,39,18,29,38,15,88,47,14,84,98,51,25,80,4,81,69,35,22,19,67,78,50,34,77,64,70,20,91,99,93,75,86,73,52,46,63,13,21,36,37,71,97,83,1,11,48,3,82,31,66,5,100,60,59,30,17,56,12,101,96,44,53,7,24,87,89,26,27,28,0,23,94,6,16,92,74,62,68,72,55,8,95,90,
10,45,61,43,57,9,38,2,40,58,41,49,88,85,84,15,39,13,33,81,79,32,65,42,54,76,29,34,36,18,80,25,91,69,21,4,98,47,1,50,20,67,22,51,66,86,52,82,64,14,35,19,97,75,73,46,11,63,77,78,99,3,37,0,12,56,83,5,93,30,71,62,48,59,17,70,31,7,92,55,60,16,53,23,100,101,44,74,89,94,26,27,90,6,95,68,96,24,87,72,8,28,
10,57,45,84,61,43,49,50,41,38,40,2,33,58,9,76,54,75,18,88,39,42,32,79,15,29,35,98,34,4,67,69,19,65,85,47,25,86,81,22,14,51,91,77,21,93,99,80,64,82,37,73,63,1,36,30,71,3,78,66,13,52,83,20,46,70,31,101,97,11,5,12,59,89,48,26,56,60,94,96,6,0,90,100,53,17,87,74,24,68,23,55,16,27,62,92,28,44,72,8,7,95,
57,41,10,38,13,9,45,82,40,49,76,58,33,65,85,43,42,14,39,32,88,1,15,84,75,54,25,2,34,51,18,29,4,98,86,19,21,50,67,64,30,20,63,81,69,12,79,46,99,47,80,93,77,22,91,83,31,97,70,60,36,35,37,48,78,52,56,3,73,44,11,0,61,27,66,26,89,101,68,100,96,59,87,55,5,53,28,92,71,7,17,62,94,74,24,90,6,16,8,23,72,95,
57,65,45,43,84,10,61,41,49,40,2,33,32,39,58,38,15,88,85,25,54,9,76,42,18,81,29,14,47,79,63,4,13,75,99,50,51,67,86,97,91,73,93,64,22,34,19,3,21,82,77,1,37,83,12,60,80,36,69,98,53,52,46,5,56,66,11,20,27,78,26,30,44,70,48,100,35,94,71,6,92,31,59,87,74,55,24,23,17,16,0,68,101,7,28,8,62,89,90,95,72,96,
38,61,10,9,45,2,43,49,33,41,58,84,76,40,85,18,54,57,82,32,15,29,39,88,36,81,65,69,80,79,42,25,14,19,67,77,47,21,91,98,51,4,64,34,50,20,75,1,86,3,99,52,35,22,63,83,73,46,37,13,78,53,97,11,12,100,48,70,30,59,66,56,5,93,96,17,60,71,31,8,0,26,101,74,55,87,27,23,24,68,6,92,90,62,28,44,89,94,95,16,7,72,
57,9,38,40,45,10,41,33,13,2,50,58,49,15,84,43,88,32,39,76,79,54,25,65,42,47,75,85,29,98,67,4,20,81,18,82,91,51,72,86,34,80,19,77,73,22,83,14,21,46,36,78,35,1,99,93,63,3,56,12,64,5,66,37,71,61,11,52,100,97,53,70,48,0,59,6,27,94,101,60,31,74,68,90,89,55,44,16,23,30,24,62,26,92,7,87,28,17,69,96,8,95,
33,57,43,45,13,10,38,9,50,42,2,83,39,15,49,41,40,32,88,76,84,18,85,65,27,51,21,75,81,14,79,34,67,54,4,98,22,25,47,64,29,72,86,52,99,36,12,20,1,77,0,23,63,58,80,56,3,46,78,91,71,61,37,30,73,100,97,82,66,31,93,48,70,35,11,60,62,59,89,5,19,92,26,53,101,94,69,68,6,90,17,87,96,24,7,44,16,74,55,8,95,28,
61,38,10,45,41,84,43,2,40,9,49,57,33,85,58,76,32,29,25,39,88,79,97,15,54,72,42,18,65,67,4,19,34,36,81,50,14,51,75,86,47,99,21,83,64,80,77,3,22,52,35,82,11,98,1,91,37,73,20,12,78,71,5,46,63,56,31,66,30,100,60,70,53,13,26,17,59,27,69,89,93,44,87,94,23,7,6,68,24,96,62,92,48,101,0,16,28,74,55,90,8,95,
61,40,38,45,10,84,41,2,50,58,43,9,39,57,76,49,33,32,42,15,79,88,65,54,36,14,85,25,18,21,75,99,47,34,67,4,22,3,63,29,46,1,86,81,98,91,83,12,19,51,64,11,80,72,73,20,37,13,78,97,77,82,66,71,56,59,93,30,52,28,35,31,100,53,26,7,101,17,70,60,48,68,87,74,55,96,5,16,0,89,44,92,62,27,24,69,94,95,6,23,8,90,
10,57,45,38,61,40,2,33,41,43,49,9,50,54,4,84,58,39,88,76,32,80,51,42,15,18,99,65,75,21,81,20,19,47,25,36,29,85,69,86,67,97,82,52,79,14,78,66,73,1,35,46,34,77,64,98,30,13,91,22,83,11,5,71,37,93,31,0,92,12,3,70,87,44,60,94,63,56,26,100,59,48,96,23,7,74,55,17,53,28,16,24,6,27,62,89,101,90,95,68,72,8,
65,61,10,41,43,9,45,84,40,33,85,54,2,32,49,76,47,98,25,57,18,58,4,36,21,39,15,75,38,88,19,79,42,29,67,14,82,50,34,46,63,81,22,35,86,51,64,72,80,37,56,77,78,1,91,52,99,83,73,70,66,71,30,97,27,13,3,11,93,48,5,12,89,101,74,20,100,53,0,24,60,94,62,26,44,69,31,7,68,92,17,6,23,59,87,8,28,90,96,55,95,16,
61,38,45,40,41,33,79,43,10,76,2,32,51,57,9,85,42,27,88,18,29,49,39,84,72,15,54,65,67,81,25,58,4,98,14,47,50,19,75,99,35,93,34,63,21,22,91,77,64,86,82,13,36,46,3,52,1,78,80,37,100,20,73,30,70,11,71,56,97,26,83,31,89,92,12,68,66,60,0,59,62,5,94,101,74,24,53,28,17,48,87,95,8,69,16,55,44,7,23,96,6,90,
45,57,10,61,43,65,41,33,9,80,25,85,2,49,40,39,58,54,81,76,29,32,88,79,47,38,4,84,15,50,42,98,36,67,86,69,18,75,1,19,82,77,52,91,34,51,46,14,64,78,99,22,12,100,21,3,83,20,66,60,71,35,31,63,73,48,37,56,13,11,97,94,5,70,30,87,53,8,93,26,17,59,92,27,0,101,24,68,44,89,6,62,7,16,74,23,96,72,55,95,90,28,
10,61,43,41,45,38,84,2,85,33,40,58,49,9,75,57,76,32,15,88,4,18,39,42,25,54,29,79,47,19,14,36,65,67,63,99,91,81,34,50,20,22,80,64,78,86,46,77,51,72,97,21,83,5,98,1,12,82,52,66,11,3,70,73,60,0,13,26,53,37,56,35,93,30,31,71,92,94,59,62,24,89,27,100,101,17,7,28,48,23,16,6,44,68,87,69,74,96,8,95,90,55,
57,10,45,41,65,84,50,9,43,13,33,40,58,39,2,15,49,32,54,88,38,85,79,80,18,29,69,81,76,22,42,25,47,4,86,67,46,14,91,78,98,75,51,34,36,77,83,64,99,30,23,73,20,11,1,21,93,82,35,56,63,70,97,3,59,37,71,66,53,31,19,52,12,60,100,27,74,62,89,0,5,61,87,48,17,94,16,8,101,96,44,26,7,90,24,55,72,92,95,6,28,68,
57,45,43,61,33,9,65,85,40,49,10,84,2,41,15,39,58,42,50,32,76,18,54,75,38,36,88,79,72,4,34,47,19,29,25,99,81,35,21,67,14,86,3,22,77,91,82,51,12,80,70,37,97,1,73,52,71,93,20,78,60,66,63,98,64,46,13,30,28,83,48,26,56,11,44,27,100,55,6,31,8,0,96,101,94,92,53,5,62,59,69,74,87,90,68,17,24,89,16,7,95,23,
61,41,84,38,45,43,10,2,76,9,15,33,57,49,58,40,88,32,50,42,39,54,29,72,91,75,85,65,18,67,4,51,25,79,19,14,81,34,21,47,80,36,11,98,86,83,22,78,99,77,63,46,52,1,12,3,64,13,66,30,37,82,71,97,53,70,74,56,94,73,31,20,27,100,17,23,48,5,93,55,59,35,60,68,62,44,90,92,26,7,87,28,101,89,0,24,16,6,96,69,8,95,
9,57,38,45,41,13,10,84,40,2,33,15,42,76,54,85,43,88,98,67,49,32,25,58,79,4,29,47,34,75,39,81,78,77,36,18,14,65,86,51,22,50,23,69,91,35,97,83,80,66,53,46,82,99,21,64,11,73,93,71,37,20,3,12,52,1,19,63,61,5,56,48,7,70,100,27,44,74,0,31,26,101,60,6,96,89,59,30,55,62,72,8,68,94,16,92,17,95,28,87,24,90,
43,57,45,40,65,61,33,10,9,41,14,39,32,85,76,49,84,54,38,67,15,42,79,19,51,22,18,2,88,50,29,86,25,98,4,35,63,46,3,58,99,75,34,47,69,82,60,56,81,78,21,37,36,77,64,52,97,74,93,91,71,1,13,83,66,11,20,80,30,73,5,70,59,62,12,17,53,31,28,96,48,100,7,27,87,0,101,16,26,92,6,68,89,44,72,24,55,8,94,90,95,23,
