48,54,12,13,70,78,9,38,22,14,4,55,11,10,82,21,46,23,52,68,6,5,7,2,1,16,0,17,8,49,40,3,53,44,74,24,30,36,26,28,19,50,35,27,59,79,72,29,31,43,81,69,62,33,42,18,41,71,56,80,67,77,39,60,73,51,61,37,32,75,57,76,15,66,34,64,47,45,25,65,63,20,58,
21,48,54,55,78,13,10,38,14,12,70,82,5,11,22,52,46,4,9,2,8,53,23,3,0,40,50,7,6,74,68,17,24,1,16,29,28,44,30,49,35,51,26,43,36,27,42,31,61,73,75,65,72,19,64,71,62,81,59,56,18,32,25,45,33,41,79,63,39,34,80,20,69,15,47,76,58,60,37,66,67,57,77,
54,34,48,22,13,78,12,4,55,70,15,21,11,82,10,9,45,52,7,2,68,5,49,0,24,17,44,1,32,36,6,26,8,30,3,39,40,35,16,43,31,23,41,19,28,38,72,53,62,27,75,42,29,14,74,18,46,65,64,50,81,63,61,60,76,56,77,80,25,59,67,73,47,57,51,37,20,33,66,69,79,58,71,
48,22,54,13,2,78,55,70,38,14,12,21,4,11,82,10,52,45,5,9,7,68,49,8,40,24,17,0,53,3,74,1,6,29,23,72,25,35,16,28,77,44,19,71,27,31,43,30,46,39,56,51,62,36,18,73,32,81,33,60,67,50,57,58,65,61,76,34,59,20,63,66,80,26,79,47,42,15,41,37,64,69,75,
54,48,78,55,50,22,29,10,34,15,11,70,82,6,21,9,13,52,45,17,36,3,49,2,68,7,0,8,5,1,53,4,74,40,16,23,28,35,31,44,24,43,26,30,27,37,12,72,19,66,62,41,32,65,38,51,57,81,18,80,46,58,47,69,79,61,42,33,60,56,77,64,76,14,20,59,73,63,71,67,39,75,25,
54,22,48,12,78,29,34,10,73,55,82,16,21,4,17,13,9,11,7,68,1,46,2,70,52,3,8,32,44,6,5,53,51,23,26,36,0,24,49,28,27,61,19,18,30,39,43,65,40,31,72,80,81,60,42,15,75,79,14,38,69,59,41,62,76,20,71,33,47,56,25,35,64,67,45,37,77,74,50,63,58,66,57,
22,48,10,54,31,78,12,55,34,82,16,21,70,13,9,11,5,2,7,46,52,17,6,4,8,68,49,3,39,24,0,1,40,32,43,44,36,23,30,28,27,53,50,26,69,29,59,51,33,15,19,72,67,57,45,38,75,74,76,37,77,65,63,71,66,14,42,56,60,61,79,18,47,73,25,80,41,62,58,81,64,35,20,
54,23,48,13,34,78,10,55,12,21,2,16,17,70,22,1,9,11,82,4,7,66,8,36,46,49,5,53,31,0,44,74,3,50,68,52,26,30,24,40,29,28,19,60,79,75,35,43,76,67,27,72,56,80,37,73,77,71,39,45,42,64,41,47,33,14,69,57,65,63,18,51,38,25,32,15,62,58,20,6,61,59,81,
48,54,38,13,22,12,21,78,10,55,70,4,15,82,11,9,45,7,52,49,36,3,2,0,1,68,23,17,5,8,74,29,6,28,24,16,27,31,53,39,44,19,25,43,37,59,72,30,46,40,20,56,34,80,81,32,58,60,35,79,47,51,66,50,33,67,62,14,41,71,42,18,77,69,75,26,64,73,61,57,63,65,76,
48,10,54,13,22,12,78,14,21,34,55,70,11,6,9,45,2,52,7,82,68,36,17,4,53,1,23,0,5,3,8,32,44,51,16,28,24,29,40,31,19,39,49,72,26,43,27,30,60,15,77,79,20,42,69,66,37,63,47,57,41,73,81,75,61,56,76,35,50,62,46,18,71,64,38,67,74,65,25,33,80,58,59,
48,22,13,78,70,54,10,12,38,15,55,2,21,6,11,82,7,45,9,8,36,52,68,49,23,3,4,17,0,53,32,16,31,24,67,1,30,44,29,5,26,40,27,43,72,50,28,80,71,19,34,64,73,74,79,77,61,46,56,60,51,18,75,62,47,81,66,59,14,20,57,69,39,63,65,33,42,41,37,76,58,25,35,
54,38,22,10,48,13,78,11,12,16,21,73,9,55,82,6,3,4,46,52,7,74,17,53,23,2,8,0,49,44,68,24,5,41,29,1,19,70,43,36,40,30,72,28,31,26,27,80,61,37,35,18,47,50,15,79,76,66,62,14,58,25,75,60,32,34,51,57,45,33,65,77,59,81,64,20,39,42,56,67,71,63,69,
54,48,22,34,13,78,10,12,16,9,70,55,5,21,82,7,3,4,2,11,45,17,68,52,8,23,49,35,32,1,0,24,6,44,72,53,30,43,27,73,36,58,28,26,19,40,31,51,29,65,47,50,18,56,77,25,57,76,38,60,14,80,61,79,46,39,20,75,66,64,67,71,37,42,74,81,69,59,62,41,15,33,63,
54,48,70,13,22,4,12,34,78,14,82,55,21,11,9,10,49,45,7,52,3,68,6,36,2,53,0,1,5,23,28,44,8,40,32,17,16,24,19,31,26,72,35,15,43,25,29,80,71,30,60,69,27,74,63,67,41,38,51,66,58,20,75,46,18,81,76,47,37,56,79,61,50,64,62,65,39,57,77,73,42,33,59,
10,48,54,22,13,12,34,11,16,78,55,21,7,82,70,4,49,9,17,52,45,3,1,24,2,6,36,0,68,5,53,32,8,23,29,28,19,27,25,43,31,80,44,40,50,72,62,15,30,59,71,42,38,56,73,74,26,39,57,46,61,35,67,51,58,75,60,69,14,47,76,63,20,77,81,37,79,18,33,66,64,65,41,
48,31,54,22,12,9,34,55,78,73,14,21,11,4,82,10,13,2,46,7,5,3,52,70,0,68,1,17,40,8,23,53,49,16,24,6,32,44,36,29,26,19,28,30,27,72,43,59,74,38,76,77,61,20,58,45,25,66,67,56,33,42,64,51,47,60,62,80,37,57,50,18,65,39,75,35,71,41,15,79,81,69,63,
54,48,22,30,10,78,16,38,55,12,70,11,13,21,7,82,2,52,9,4,5,17,46,68,3,23,8,36,49,0,6,44,24,39,74,29,31,37,1,27,25,28,72,73,53,19,20,43,77,40,32,14,47,63,71,51,45,59,18,76,65,79,50,26,41,58,69,67,56,66,81,62,57,60,75,34,15,42,33,61,35,80,64,
48,54,13,78,34,6,12,55,16,22,11,4,82,70,49,21,10,7,17,3,9,45,2,68,1,52,74,36,8,5,39,23,0,29,44,19,31,30,28,53,24,25,40,43,72,38,27,77,73,15,60,67,32,47,42,69,20,66,81,58,65,80,46,63,75,35,59,51,64,79,41,33,71,56,76,26,62,61,57,14,18,37,50,
22,54,48,13,38,12,55,10,78,70,11,21,16,7,82,45,9,6,17,0,8,2,52,68,36,5,4,1,74,3,49,23,44,53,51,29,28,25,39,27,24,30,19,69,43,40,66,35,72,71,56,15,14,42,31,79,32,41,58,73,37,67,80,60,18,59,62,65,34,75,20,50,81,76,64,47,61,26,46,77,63,57,33,
48,54,13,22,4,12,34,70,16,78,55,21,82,10,9,68,11,17,46,7,2,49,36,3,1,0,29,8,23,6,5,52,53,15,74,24,44,30,72,43,65,28,18,31,19,25,27,40,57,14,66,50,60,33,61,79,62,81,41,47,75,77,71,26,73,67,63,56,45,37,42,39,76,38,58,64,69,35,32,59,51,80,20,
48,54,22,13,38,10,12,70,78,21,55,16,2,11,6,82,9,46,3,17,7,52,1,49,68,4,23,53,30,8,32,5,36,72,0,58,44,28,24,43,26,19,31,56,29,40,37,18,50,64,27,14,41,47,61,71,62,73,33,20,57,39,75,42,34,45,69,66,74,80,79,81,25,51,60,35,63,15,76,65,77,59,67,
48,70,22,12,13,78,54,9,38,55,17,4,21,11,46,82,10,52,16,5,3,49,7,8,24,44,36,2,68,0,39,23,29,26,6,1,28,40,74,19,43,53,72,30,20,31,27,42,81,25,76,58,61,35,51,57,18,73,33,15,34,45,37,77,14,65,32,59,69,64,79,56,63,67,50,75,66,47,80,41,71,62,60,
54,48,78,12,22,9,30,34,2,17,55,11,13,70,6,82,10,21,16,5,52,7,23,4,49,45,68,0,36,29,8,25,3,19,1,53,74,31,24,28,44,64,73,38,61,69,43,27,67,40,66,71,41,72,15,46,39,80,76,33,26,42,18,51,37,32,59,20,77,57,81,62,60,79,47,35,50,65,14,75,63,58,56,
34,54,22,13,48,10,78,21,12,16,70,11,55,6,46,82,9,7,17,4,5,24,3,49,68,32,0,44,2,52,28,1,8,39,40,27,23,59,29,36,53,72,76,50,26,31,37,19,15,67,30,42,43,25,63,74,64,65,33,79,35,81,77,61,73,57,45,56,14,71,62,60,75,80,51,66,38,20,47,41,69,18,58,
48,54,13,22,78,12,55,10,38,15,70,4,52,21,39,9,11,82,17,49,68,45,2,23,3,7,36,8,5,6,1,74,44,16,0,19,24,30,41,28,29,27,72,43,34,51,40,31,25,53,20,35,33,75,80,18,76,69,42,26,60,77,56,32,79,57,61,71,65,64,73,46,63,47,67,81,14,58,37,62,50,66,59,
48,54,78,22,12,38,13,70,16,4,21,55,23,11,82,9,7,10,46,5,17,52,2,6,49,8,3,31,68,53,36,1,27,32,0,40,44,24,29,28,35,72,74,67,34,19,43,26,42,71,30,58,56,81,18,64,80,65,15,73,75,76,50,39,14,60,61,66,45,57,59,37,25,33,79,63,51,41,77,20,69,47,62,
13,54,48,10,78,22,38,70,12,14,55,6,11,82,73,9,2,21,49,7,23,45,68,3,74,16,4,24,8,5,52,28,17,53,40,0,44,31,1,72,35,27,29,19,30,77,43,32,36,34,37,39,67,65,15,20,25,41,42,60,62,58,56,63,75,50,47,57,26,71,18,76,81,51,79,66,33,64,69,46,61,59,80,
48,13,70,54,22,12,38,8,78,14,11,5,82,55,6,21,10,2,7,45,9,52,17,4,68,49,3,74,25,53,30,23,16,0,1,24,44,51,27,40,19,36,29,43,28,31,33,39,61,72,67,32,64,26,73,15,56,75,65,66,63,59,34,42,20,76,80,46,60,62,58,35,50,41,77,18,79,37,71,57,47,81,69,
48,54,78,22,10,12,55,31,14,38,11,70,21,13,82,9,45,52,6,3,7,53,49,5,17,2,1,23,36,68,0,44,32,43,8,4,16,24,46,30,72,29,28,40,25,19,39,27,18,73,15,50,80,33,37,81,51,42,20,34,71,26,57,60,35,79,63,59,62,64,77,58,61,41,56,74,65,47,69,76,67,66,75,
48,22,13,54,78,16,12,4,70,21,34,11,55,45,10,82,9,7,17,2,3,52,68,36,5,1,23,44,8,53,74,0,24,51,27,6,19,29,26,28,43,37,72,30,40,81,58,49,31,35,76,62,71,25,42,15,59,56,73,79,18,65,14,47,61,20,38,64,32,77,50,67,57,66,80,60,41,69,46,33,63,75,39,
22,48,54,13,10,12,78,38,55,73,16,21,82,7,11,3,9,52,17,45,74,2,6,5,1,0,8,27,49,4,68,53,36,44,70,31,29,23,24,28,40,26,18,50,66,39,43,15,72,46,30,58,19,76,77,80,32,60,25,81,57,41,34,62,14,63,61,20,56,35,65,37,64,75,69,51,67,59,71,33,42,47,79,
54,48,22,10,55,78,13,38,70,12,16,21,11,9,7,82,2,46,52,5,4,68,0,44,49,8,17,24,29,36,3,1,53,74,23,28,6,25,66,72,19,30,31,27,57,62,63,43,47,60,69,40,77,58,73,15,14,56,37,20,59,26,64,35,61,51,18,71,45,67,42,81,65,76,80,75,39,34,32,50,33,79,41,
48,54,22,12,13,10,78,55,34,70,4,82,21,17,9,16,7,52,11,2,3,68,49,23,5,53,45,0,36,1,6,8,44,32,27,24,72,30,28,29,26,31,65,43,20,19,40,15,18,79,35,71,50,41,61,14,59,47,25,66,75,69,74,42,46,58,62,56,81,33,38,77,51,63,67,73,57,60,37,76,80,39,64,
48,54,4,22,13,78,34,55,70,21,14,12,11,10,52,9,2,7,82,5,46,49,39,68,24,8,3,17,6,40,16,1,0,23,50,44,28,32,36,53,43,65,31,72,25,19,15,57,29,27,30,63,47,58,35,74,69,67,71,26,79,56,81,37,75,20,45,80,73,77,64,42,51,33,61,60,76,59,18,38,41,66,62,
54,13,38,22,78,70,4,48,12,21,55,17,11,8,9,82,10,46,14,6,1,2,5,0,51,68,24,7,32,52,44,23,3,35,53,16,19,26,31,28,43,40,39,27,49,30,29,66,72,36,59,64,20,76,56,61,79,73,50,67,15,75,71,74,47,18,77,81,45,80,25,65,37,69,63,57,34,42,33,58,60,62,41,
48,54,22,13,34,12,9,55,78,11,14,70,10,82,21,4,7,68,45,49,3,6,52,1,2,5,36,23,0,53,8,32,16,43,40,17,31,26,28,27,44,19,62,24,30,56,72,59,38,39,57,81,69,29,35,75,63,64,18,47,66,20,73,46,42,67,51,25,50,41,71,61,33,77,79,65,15,80,74,76,37,60,58,
48,13,54,22,4,55,38,78,16,12,21,9,11,82,2,70,7,74,46,52,10,5,68,17,49,53,8,0,1,40,23,6,29,25,24,3,28,44,36,19,27,80,34,72,43,45,30,60,62,79,31,37,66,26,47,57,65,75,63,61,15,33,41,35,58,20,64,14,39,56,51,71,76,18,81,73,32,69,50,42,67,77,59,
48,22,54,13,10,12,55,78,38,70,16,21,11,4,9,5,82,17,46,51,2,52,8,7,68,3,36,6,0,24,53,31,1,23,74,44,30,49,28,29,43,72,33,25,15,35,59,19,80,27,34,40,14,32,37,26,41,75,77,76,73,61,64,20,56,81,18,63,47,69,65,42,67,45,66,60,57,50,39,58,79,62,71,
54,48,22,13,12,78,70,21,9,38,55,16,6,11,10,17,82,7,2,52,49,53,45,36,5,1,24,8,68,44,23,32,0,4,3,30,27,43,64,28,26,40,35,19,42,76,72,29,69,41,31,65,77,15,73,66,71,34,58,81,63,80,62,25,75,61,79,46,50,47,39,33,18,56,51,60,20,14,67,37,74,57,59,
48,22,12,54,13,4,38,78,16,55,70,11,21,82,10,5,45,9,17,2,52,7,6,49,68,23,3,0,74,8,1,39,30,24,36,28,44,40,25,53,27,19,72,31,46,43,64,65,14,33,29,42,41,56,60,61,59,79,77,51,73,67,15,47,62,76,32,20,81,69,58,63,75,26,37,50,35,34,80,18,71,66,57,
48,54,13,78,22,4,12,38,70,14,55,21,10,9,82,52,49,45,11,23,7,6,2,5,39,0,8,68,3,24,36,17,1,28,16,29,32,44,31,26,27,72,51,19,62,43,30,40,80,64,37,47,76,35,53,81,59,50,74,73,67,15,58,25,61,41,66,60,18,33,79,34,57,77,63,71,69,46,75,65,20,42,56,
48,54,22,12,29,78,10,55,16,38,11,70,21,82,13,3,9,4,7,52,2,17,49,8,45,6,68,36,23,1,0,39,5,32,24,44,28,26,31,30,72,43,73,19,71,40,37,80,20,79,27,53,14,51,69,76,64,42,61,33,58,46,57,50,18,77,65,56,75,63,15,62,47,67,41,35,34,59,74,25,60,81,66,
54,34,13,78,22,48,10,21,12,70,5,82,16,55,11,9,46,6,49,7,74,17,2,3,0,68,4,23,8,52,1,36,53,29,40,44,43,27,24,25,30,31,64,39,81,62,72,26,28,60,19,41,15,66,56,73,61,63,51,69,50,35,42,76,65,32,71,59,77,47,14,20,38,45,37,33,57,79,80,75,67,58,18,
54,48,13,78,22,10,12,55,38,21,82,70,16,9,5,11,4,0,46,17,52,2,1,49,6,7,23,68,24,44,36,8,3,28,32,72,31,27,50,53,19,30,34,40,43,29,25,62,33,47,69,42,14,71,35,64,80,41,60,18,81,15,61,56,74,73,58,26,45,67,39,77,79,59,65,76,63,51,75,37,20,66,57,
48,38,54,13,78,2,22,55,70,12,10,21,4,14,11,82,7,52,5,9,24,45,68,1,6,49,3,16,44,36,26,31,17,8,53,74,73,0,43,56,29,19,28,30,64,40,23,37,46,27,58,72,41,35,81,71,63,57,60,39,18,20,15,75,47,32,69,51,50,25,65,80,67,61,42,59,76,62,34,79,66,33,77,
48,54,12,22,4,78,13,34,82,16,55,73,21,24,10,11,46,52,9,17,2,3,7,49,5,8,36,74,0,29,68,53,1,19,6,70,44,71,23,43,40,26,31,27,72,42,30,28,39,60,75,25,35,51,37,77,47,62,20,41,18,15,80,32,59,33,81,56,64,38,58,50,45,67,63,57,65,76,79,61,69,66,14,
54,48,22,34,13,78,12,4,55,73,9,11,15,21,10,45,68,70,23,82,7,52,8,36,24,16,3,2,44,49,17,1,0,53,74,6,30,40,43,28,19,72,5,25,29,47,27,39,31,71,20,38,63,46,57,64,32,62,35,37,58,69,56,76,59,77,60,18,50,14,66,67,80,26,81,51,65,41,61,33,79,75,42,
48,13,6,54,78,9,12,34,22,15,55,21,73,82,11,10,3,52,4,45,70,7,2,5,26,53,1,16,68,32,17,8,0,40,28,24,31,49,36,44,23,51,43,30,27,67,29,72,57,76,19,80,41,18,35,47,81,63,69,58,71,46,65,39,75,74,60,14,25,66,56,62,79,38,64,20,42,50,33,59,77,37,61,
13,48,22,78,12,54,10,70,16,11,34,55,21,4,82,52,9,17,7,46,23,2,1,44,68,3,8,49,40,30,5,0,26,53,6,24,43,74,29,36,31,72,28,81,27,41,14,76,51,20,37,33,47,19,79,39,18,71,42,75,15,32,38,58,45,73,62,67,65,66,61,77,69,59,50,25,80,63,57,35,56,64,60,
22,48,4,54,12,29,70,78,34,14,11,21,55,9,82,13,10,45,7,2,23,5,53,52,49,8,1,6,68,3,0,40,44,24,74,17,16,36,28,43,19,35,72,41,31,30,75,26,15,27,51,25,62,59,37,65,66,71,73,39,46,61,42,57,67,20,79,50,80,64,33,18,81,58,76,56,32,60,77,69,47,63,38,
48,13,54,22,78,12,10,34,55,21,73,14,11,2,82,9,6,7,46,52,5,68,70,49,0,3,4,1,23,17,44,36,8,53,24,16,32,31,28,26,30,40,43,45,29,19,72,27,20,65,35,47,60,18,79,64,67,62,33,15,42,63,81,80,69,58,25,74,38,57,41,76,77,51,61,59,37,39,66,75,71,50,56,
48,54,22,12,13,10,16,38,78,55,82,70,11,4,21,9,30,49,17,45,7,24,2,1,5,52,68,3,8,6,36,53,0,74,28,29,15,44,19,35,25,43,23,72,41,51,64,61,27,79,40,31,81,20,62,39,18,60,69,76,47,42,57,63,59,58,33,77,14,75,67,32,50,37,71,65,26,73,66,56,80,34,46,
48,54,13,22,78,12,10,38,11,21,70,15,6,55,2,82,9,45,49,8,7,3,68,4,52,74,23,5,1,36,0,53,17,30,16,24,44,51,25,29,40,28,19,72,59,43,31,58,14,27,81,66,67,20,34,57,50,64,32,69,37,75,26,47,62,46,77,42,79,56,63,61,60,39,33,80,73,76,41,18,35,71,65,
48,54,12,78,4,13,27,34,14,73,11,55,21,22,10,82,9,68,52,46,2,6,74,7,5,17,53,49,3,1,0,23,70,44,36,24,16,8,29,72,30,31,19,43,40,39,57,28,65,42,25,38,41,26,59,71,62,51,32,77,61,45,63,67,20,56,15,47,81,33,79,66,76,18,37,69,75,35,50,64,80,58,60,
48,54,78,10,12,30,24,38,70,55,21,14,6,9,22,11,82,13,7,52,2,17,46,68,28,53,5,16,44,3,0,4,36,23,51,74,1,8,76,26,49,35,72,29,27,19,43,66,25,61,40,65,31,62,56,69,71,32,63,34,67,47,20,18,75,80,79,41,60,81,39,58,33,73,15,77,37,45,59,64,50,57,42,
13,54,48,10,78,12,22,38,70,55,16,11,82,9,21,6,23,17,46,7,3,68,52,49,2,4,53,0,5,29,36,8,32,1,19,40,43,44,24,31,72,28,30,73,27,64,15,25,79,67,26,37,14,75,34,71,59,45,18,61,39,42,76,41,60,20,56,66,65,33,50,63,77,57,74,35,47,62,69,58,51,81,80,
48,4,23,78,13,54,12,38,16,22,55,70,82,46,9,3,49,11,10,21,17,5,7,52,68,24,8,53,2,6,0,36,1,44,32,29,28,30,43,27,18,25,37,60,72,31,19,73,40,57,66,74,59,41,79,50,33,56,58,14,15,71,34,47,20,42,45,63,67,26,62,39,64,80,75,51,77,76,35,61,81,69,65,
54,38,22,13,48,78,10,12,55,15,11,21,82,4,7,70,45,5,49,52,9,6,0,2,3,36,8,23,68,39,17,28,24,1,19,74,44,29,16,26,30,27,40,53,73,43,58,31,72,75,14,47,57,66,56,46,60,20,71,59,65,41,76,63,62,32,67,77,35,25,18,61,81,51,33,80,64,42,34,50,79,69,37,
54,22,13,48,4,78,12,34,55,15,70,11,10,21,82,9,45,52,7,2,68,6,1,23,49,5,8,36,0,3,17,53,44,16,32,29,24,28,40,30,43,31,25,51,19,72,27,63,65,66,20,18,62,71,56,57,33,26,39,38,76,58,61,50,60,46,80,59,73,42,64,14,69,41,81,74,47,77,75,35,67,79,37,
22,54,48,21,13,10,78,12,38,70,55,6,11,82,15,5,52,4,9,46,74,24,7,8,2,1,49,3,0,39,40,68,25,17,28,19,31,23,44,36,29,16,43,73,27,30,53,45,72,18,42,41,66,67,69,77,65,71,50,56,64,59,14,81,26,47,34,60,35,61,75,79,33,32,80,20,58,76,63,62,51,57,37,
48,23,13,54,4,78,34,12,22,16,10,55,70,11,82,45,21,9,7,6,17,52,3,2,68,1,24,8,28,49,36,5,40,53,0,74,44,30,43,31,72,19,29,60,35,26,39,77,59,27,50,47,25,14,65,15,56,81,32,41,61,76,63,73,38,79,62,64,42,57,69,33,37,75,51,67,46,66,71,58,18,80,20,
48,54,13,22,70,10,12,34,78,55,11,15,82,21,9,7,52,4,53,45,2,0,49,68,17,3,1,5,8,23,6,28,36,32,16,44,25,31,19,40,61,67,29,27,30,39,24,72,64,43,73,35,74,51,42,46,58,80,56,33,57,76,69,59,37,62,66,65,50,38,60,41,79,47,81,14,71,63,18,75,26,20,77,
48,22,13,10,54,70,12,38,55,21,78,15,82,7,11,6,45,2,52,5,9,49,53,24,4,16,1,68,36,0,32,3,17,23,43,30,44,8,29,19,28,26,31,72,20,51,40,74,37,73,27,35,42,64,66,67,65,39,58,47,25,61,18,41,56,63,81,46,80,76,75,59,71,77,50,62,34,69,14,79,57,33,60,
54,48,78,13,10,12,38,55,22,16,4,70,21,9,82,49,11,46,5,2,7,17,1,52,24,28,53,0,3,6,68,8,36,72,40,29,26,23,27,44,74,57,19,32,45,51,63,30,58,31,64,43,66,18,15,62,77,79,37,33,60,39,35,69,73,47,76,81,75,56,42,65,71,25,61,14,67,50,59,20,41,80,34,
54,34,13,48,78,10,12,21,55,22,11,70,17,9,82,4,16,7,46,3,2,44,52,8,36,0,68,6,24,5,39,1,51,31,20,32,23,29,37,35,28,26,43,30,49,72,27,77,74,58,40,53,73,14,25,19,59,75,67,57,79,47,62,15,66,41,71,81,80,50,33,18,60,38,76,42,64,63,45,56,65,69,61,
48,13,22,10,54,70,12,38,15,82,78,55,11,21,4,52,2,46,9,53,6,68,0,5,7,49,8,17,3,16,23,31,36,1,27,44,32,24,29,74,30,40,25,28,19,72,20,50,76,75,37,14,42,43,81,56,34,18,33,80,60,58,39,66,41,61,67,47,45,35,51,57,63,79,64,26,71,77,59,65,73,69,62,
48,22,13,54,78,12,9,55,6,11,70,38,16,82,21,17,49,10,7,2,3,46,52,4,5,0,8,44,68,24,32,53,1,19,28,73,36,43,31,23,30,59,72,26,29,40,41,77,60,27,67,35,45,79,33,57,64,58,75,42,63,20,65,37,18,39,80,14,15,66,34,81,61,50,71,62,76,51,25,74,56,69,47,
48,22,10,12,13,54,78,16,55,38,4,31,21,11,70,82,49,23,46,7,2,0,17,9,68,5,8,52,6,53,74,35,3,24,26,44,40,30,36,1,64,29,28,72,43,27,51,60,75,69,63,19,42,81,32,59,79,14,34,39,65,66,41,61,25,58,18,50,80,57,76,67,77,37,20,56,45,15,33,73,47,71,62,
48,54,78,13,22,12,38,55,2,70,15,21,82,11,9,6,10,5,45,68,52,7,36,44,0,49,8,3,23,4,17,74,30,1,53,31,16,72,24,41,29,28,27,43,20,40,67,19,26,80,46,77,18,47,59,50,64,51,32,79,73,65,69,75,33,60,25,81,42,34,61,58,56,71,35,62,37,63,57,39,66,76,14,
54,48,22,78,13,12,38,11,9,14,70,2,21,55,7,10,82,6,68,46,3,52,49,44,74,4,0,24,53,8,30,36,17,1,19,16,5,23,40,27,29,72,80,43,32,28,31,66,25,41,69,62,75,65,47,61,26,39,63,56,59,71,57,67,34,51,15,35,58,79,37,73,77,20,42,18,81,64,33,50,45,76,60,
48,54,22,13,78,10,12,16,38,21,11,6,55,73,82,9,68,17,23,50,3,45,7,52,2,1,4,0,8,5,40,70,28,32,39,36,24,44,31,49,19,26,29,30,27,43,71,72,34,64,53,77,58,14,35,51,33,47,67,18,57,37,15,41,66,46,60,59,25,62,56,63,20,75,42,69,80,79,76,74,65,61,81,
54,48,13,22,78,12,4,21,38,55,16,70,10,9,7,82,11,46,3,53,17,52,68,5,23,0,2,44,49,74,1,6,29,36,24,8,28,25,40,27,30,57,31,72,19,43,33,15,59,26,18,39,37,76,63,41,80,69,67,73,60,71,65,50,79,42,32,51,64,20,62,47,35,81,34,58,56,14,75,66,77,61,45,
